Regulator	Target
Medtr5g006530	Medtr7g110590
Medtr5g006530	Medtr7g113680
Medtr5g006530	Medtr8te040300
Medtr5g006530	contig_164833_1
Medtr5g006530	contig_166130_1
Medtr5g006530	contig_51619_1
Medtr5g006530	contig_54161_2
Medtr5g006530	contig_54959_1
Medtr5g006530	contig_62825_1
contig_103831_1	Medtr2g088370
contig_103831_1	Medtr3g086320
contig_103831_1	Medtr5g005290
contig_103831_1	Medtr5g006740
contig_103831_1	Medtr5g026760
contig_103831_1	Medtr5g067250
contig_103831_1	Medtr7g086140
contig_103831_1	Medtr7g086190
contig_103831_1	Medtr8g087710
contig_103831_1	Medtr8g106670
contig_103831_1	contig_10897_1
contig_103831_1	contig_13936_1
contig_103831_1	contig_75962_1
contig_8047_1	AC233671_1
contig_8047_1	AL383715
contig_8047_1	EX528171
contig_8047_1	Medtr2g020990
contig_8047_1	Medtr3g044600
contig_8047_1	Medtr5g011960
contig_8047_1	Medtr5g023240
contig_8047_1	Medtr5g075400
contig_8047_1	Medtr6g092540
contig_8047_1	Medtr8g074510
contig_8047_1	contig_118741_1
contig_8047_1	contig_22015_1
contig_8047_1	contig_50198_1
Medtr1g012020	Medtr1g099370
Medtr1g012020	Medtr3g013490
Medtr1g012020	Medtr4g035550
Medtr1g012020	Medtr4g054980
Medtr1g012020	Medtr4g127930
Medtr1g012020	Medtr4g131350
Medtr1g012020	Medtr7g024090
Medtr1g012020	Medtr8g066290
Medtr1g012020	contig_241302_1
Medtr1g012020	contig_48739_1
Medtr1g012020	contig_67689_1
Medtr1g012020	contig_8361_1
contig_82540_1	Medtr3g083300
contig_82540_1	Medtr5g015600
contig_82540_1	Medtr5g018470
contig_82540_1	Medtr5g020000
contig_82540_1	TC181269
contig_82540_1	contig_115465_1
contig_82540_1	contig_51619_1
contig_82540_1	contig_52543_1
contig_82540_1	contig_54327_2
contig_82540_1	contig_75319_1
contig_82540_1	contig_79622_1
contig_82540_1	contig_84970_1
contig_93963_1	AL383715
contig_93963_1	Medtr3te089000
contig_93963_1	Medtr5g094380
contig_93963_1	Medtr8g046240
contig_93963_1	Medtr8g076940
contig_93963_1	TC189188
contig_93963_1	contig_102241_1
contig_93963_1	contig_16099_1
contig_93963_1	contig_166255_1
contig_93963_1	contig_51603_1
contig_93963_1	contig_53229_1
contig_93963_1	contig_90690_71
AC229724_1053	AC233577_30
AC229724_1053	EY476432
AC229724_1053	Medtr1g114020
AC229724_1053	Medtr1g116370
AC229724_1053	Medtr3g055450
AC229724_1053	Medtr4g070690
AC229724_1053	Medtr5g025830
AC229724_1053	Medtr5g054900
AC229724_1053	Medtr5g089660
AC229724_1053	Medtr7g078770
AC229724_1053	TC186643
AC229724_1053	contig_101096_1
AC229724_1053	contig_23638_1
AC229724_1053	contig_76215_1
AC229724_1053	contig_8140_1
AC229724_1053	contig_95587_1
AC229724_1053	contig_96484_1
AC233109_38	BE325044
AC233109_38	Medtr2g006440
AC233109_38	Medtr2g019590
AC233109_38	Medtr2g019600
AC233109_38	Medtr2g039250
AC233109_38	Medtr4g061330
AC233109_38	Medtr4g112830
AC233109_38	Medtr5g068730
AC233109_38	Medtr8g094070
AC233109_38	contig_11477_1
AC233109_38	contig_49868_1
AC233109_38	contig_55151_1
AC233109_38	contig_58687_2
AC233109_38	contig_59492_1
AC233109_38	contig_69328_1
Medtr2g068650	Medtr1g075550
Medtr2g068650	Medtr3g008580
Medtr2g068650	Medtr7g074220
Medtr2g068650	TC179817
Medtr2g068650	contig_106754_1
Medtr2g068650	contig_177267_1
Medtr2g068650	contig_30837_1
Medtr2g068650	contig_53251_1
Medtr2g068650	contig_76343_1
Medtr2g068650	contig_94824_1
Medtr2g068650	contig_99587_1
Medtr5g019070	Medtr1g093650
Medtr5g019070	Medtr2g103310
Medtr5g019070	Medtr4g082160
Medtr5g019070	Medtr4g086340
Medtr5g019070	Medtr4g119500
Medtr5g019070	Medtr5g008070
Medtr5g019070	Medtr6te089290
Medtr5g019070	Medtr8g067400
Medtr5g019070	TC195483
Medtr5g019070	contig_64114_2
Medtr5g019070	contig_82194_1
contig_130161_1	DY618195
contig_130161_1	Medtr1g023230
contig_130161_1	Medtr2g098910
contig_130161_1	Medtr5g031880
contig_130161_1	Medtr5g081990
contig_130161_1	TC202592
contig_130161_1	contig_116893_1
contig_130161_1	contig_24268_1
contig_130161_1	contig_51042_2
contig_130161_1	contig_62928_1
contig_130161_1	contig_73018_1
contig_62786_1	Medtr1g081290
contig_62786_1	Medtr4g114830
contig_62786_1	Medtr5g006600
contig_62786_1	Medtr5g087390
contig_62786_1	Medtr7g079440
contig_62786_1	TC178014
contig_62786_1	TC184705
contig_62786_1	TC186764
contig_62786_1	TC195997
contig_62786_1	contig_49746_1
contig_62786_1	contig_60593_1
Medtr7g017530	AC233109_30
Medtr7g017530	Medtr1g018470
Medtr7g017530	Medtr4g081180
Medtr7g017530	Medtr5g015020
Medtr7g017530	Medtr5g015840
Medtr7g017530	Medtr5g025500
Medtr7g017530	Medtr5g089220
Medtr7g017530	Medtr5g093700
Medtr7g017530	Medtr7g035070
Medtr7g017530	Medtr7g050810
Medtr7g017530	Medtr7g075220
Medtr7g017530	contig_237904_1
Medtr7g017530	contig_238339_1
Medtr7g017530	contig_59085_1
Medtr7g017530	contig_70239_1
Medtr7g017530	contig_75165_1
Medtr7g017530	contig_7939_2
AC233082_23	AW587095
AC233082_23	Medtr2g103360
AC233082_23	Medtr3g096200
AC233082_23	Medtr3g096210
AC233082_23	Medtr5g061290
AC233082_23	Medtr7g034740
AC233082_23	Medtr7g074730
AC233082_23	Medtr7g098220
AC233082_23	Medtr8g074920
AC233082_23	contig_245736_108
Medtr8g094070	AC233109_38
Medtr8g094070	Medtr1g072820
Medtr8g094070	Medtr3g083250
Medtr8g094070	Medtr3g086000
Medtr8g094070	Medtr3g096640
Medtr8g094070	Medtr3g105200
Medtr8g094070	Medtr3g113850
Medtr8g094070	Medtr3te082480
Medtr8g094070	Medtr4g079390
Medtr8g094070	Medtr8g072890
Medtr8g094070	contig_50226_1
Medtr8g094070	contig_51027_1
Medtr8g094070	contig_76084_1
Medtr8g094070	contig_82932_1
Medtr5g015600	Medtr2g026550
Medtr5g015600	Medtr2g077700
Medtr5g015600	Medtr3g065300
Medtr5g015600	Medtr6g032890
Medtr5g015600	Medtr6g068870
Medtr5g015600	contig_22311_1
Medtr5g015600	contig_66710_1
Medtr5g015600	contig_77064_1
Medtr5g015600	contig_81181_1
Medtr5g086110	Medtr2g068960
Medtr5g086110	Medtr2g069020
Medtr5g086110	Medtr2g101830
Medtr5g086110	Medtr3g072710
Medtr5g086110	Medtr5g086120
Medtr5g086110	Medtr7g011900
Medtr5g086110	Medtr8g097190
Medtr5g086110	contig_56789_1
Medtr5g086110	contig_60935_1
Medtr5g099060	Medtr2g019750
Medtr5g099060	Medtr2g069250
Medtr5g099060	Medtr3g008760
Medtr5g099060	Medtr4g079760
Medtr5g099060	Medtr6g052300
Medtr5g099060	Medtr7g085810
Medtr5g099060	contig_13194_1
Medtr5g099060	contig_30837_1
Medtr5g099060	contig_60693_1
Medtr7g020980	Medtr2g086300
Medtr7g020980	Medtr3g083630
Medtr7g020980	Medtr5g019460
Medtr7g020980	Medtr5g085940
Medtr7g020980	Medtr7g021010
Medtr7g020980	contig_111659_1
Medtr7g020980	contig_131237_1
Medtr7g020980	contig_81382_1
Medtr7g020980	contig_9380_1
contig_245736_108	AC233082_23
contig_245736_108	BG581411
contig_245736_108	Medtr4g024960
contig_245736_108	Medtr4g129010
contig_245736_108	contig_115217_1
contig_245736_108	contig_131237_1
contig_245736_108	contig_54645_97
contig_245736_108	contig_56175_1
contig_245736_108	contig_72873_1
contig_60593_1	Medtr2g068650
contig_60593_1	Medtr5g005370
contig_60593_1	Medtr5g091880
contig_60593_1	Medtr7g082220
contig_60593_1	TC186253
contig_60593_1	TC196053
contig_60593_1	contig_181805_17
contig_60593_1	contig_50727_1
contig_60593_1	contig_62786_1
contig_95587_1	BF647087
contig_95587_1	Medtr2g062310
contig_95587_1	Medtr4g127930
contig_95587_1	Medtr5g030070
contig_95587_1	Medtr5g032150
contig_95587_1	Medtr5g089750
contig_95587_1	Medtr8te101840
contig_95587_1	contig_103294_1
contig_95587_1	contig_181368_1
Medtr4g131350	AC233577_30
Medtr4g131350	Medtr1g012020
Medtr4g131350	Medtr2g098830
Medtr4g131350	Medtr3g020890
Medtr4g131350	Medtr3g098260
Medtr4g131350	Medtr4g131310
Medtr4g131350	Medtr5g086690
Medtr4g131350	contig_10020_1
Medtr4g131350	contig_10707_1
Medtr4g131350	contig_163474_2
Medtr5g020000	Medtr2g102450
Medtr5g020000	Medtr3g093440
Medtr5g020000	Medtr4g127950
Medtr5g020000	Medtr5g090900
Medtr5g020000	Medtr6g068960
Medtr5g020000	Medtr8g095200
Medtr5g020000	Medtr8te091760
Medtr5g020000	contig_54748_3
Medtr5g020000	contig_58537_1
Medtr5g020000	contig_87773_1
Medtr1g096000	Medtr1g085980
Medtr1g096000	Medtr2g009620
Medtr1g096000	Medtr3g031040
Medtr1g096000	Medtr4g083100
Medtr1g096000	Medtr5g025960
Medtr1g096000	Medtr7g092270
Medtr1g096000	Medtr8g074540
Medtr1g096000	contig_51042_2
Medtr1g114020	AC229701_3
Medtr1g114020	AC229724_1053
Medtr1g114020	Medtr2g069280
Medtr1g114020	Medtr4g125180
Medtr1g114020	contig_109865_1
Medtr1g114020	contig_114997_1
Medtr1g114020	contig_75407_1
Medtr1g114020	contig_75674_1
Medtr7g085810	Medtr3g029620
Medtr7g085810	Medtr4g023950
Medtr7g085810	Medtr4g097220
Medtr7g085810	Medtr4g127140
Medtr7g085810	Medtr5g099060
Medtr7g085810	Medtr8g074530
Medtr7g085810	contig_163390_1
Medtr7g085810	contig_8047_1
contig_69210_1	Medtr2g006470
contig_69210_1	Medtr3g060290
contig_69210_1	Medtr3g113080
contig_69210_1	TC179817
contig_69210_1	TC183987
contig_69210_1	contig_53774_1
contig_69210_1	contig_58656_1
contig_69210_1	contig_65760_1
contig_73963_1	AC235664_4
contig_73963_1	Medtr3g070290
contig_73963_1	Medtr7g052250
contig_73963_1	Medtr7g101290
contig_73963_1	TC195699
contig_73963_1	contig_12545_1
contig_73963_1	contig_237895_1
contig_73963_1	contig_74185_1
contig_67546_1	EY476432
contig_67546_1	Medtr3g080810
contig_67546_1	Medtr7g093330
contig_67546_1	TC172492
contig_67546_1	TC193510
contig_67546_1	contig_13996_1
contig_67546_1	contig_165385_1
contig_67546_1	contig_170490_1
contig_67546_1	contig_75407_1
contig_67546_1	contig_76215_3
contig_67546_1	contig_8140_1
contig_59380_1	AC151525_22
contig_59380_1	AC225529_3
contig_59380_1	Medtr1g075370
contig_59380_1	Medtr1g090050
contig_59380_1	Medtr1g106670
contig_59380_1	Medtr3g005770
contig_59380_1	Medtr3g072400
contig_59380_1	Medtr3g084640
contig_59380_1	Medtr4g124560
contig_59380_1	Medtr5g034180
contig_59380_1	Medtr5g082610
contig_59380_1	Medtr6g005270
contig_59380_1	Medtr7g060340
contig_59380_1	Medtr8g092510
contig_59380_1	TC202442
contig_59380_1	contig_109143_1
contig_59380_1	contig_111199_1
contig_59380_1	contig_178640_1
contig_59380_1	contig_51555_1
contig_59380_1	contig_61086_1
contig_59380_1	contig_70969_1
contig_59380_1	contig_71076_1
contig_59380_1	contig_88093_1
Medtr5g055470	AC225519_5
Medtr5g055470	Medtr4g077790
Medtr5g055470	Medtr4g119510
Medtr5g055470	Medtr5g061275
Medtr5g055470	Medtr6g013540
Medtr5g055470	Medtr8te062910
Medtr5g055470	contig_167298_1
Medtr5g055470	contig_18539_34
Medtr5g055470	contig_54907_1
Medtr8g026680	CX549419
Medtr8g026680	Medtr1g012610
Medtr8g026680	Medtr4g087520
Medtr8g026680	Medtr4g096700
Medtr8g026680	Medtr5g016070
Medtr8g026680	Medtr8g039100
Medtr8g026680	TC176072
Medtr8g026680	contig_13983_1
Medtr8g026680	contig_52929_1
TC202592	Medtr1g043700
TC202592	Medtr3g106420
TC202592	Medtr3g107630
TC202592	Medtr5g024770
TC202592	contig_104161_2
TC202592	contig_25368_1
TC202592	contig_55350_1
TC202592	contig_64957_1
TC202592	contig_92328_1
Medtr1g086790	Medtr3g084410
Medtr1g086790	Medtr4g070810
Medtr1g086790	Medtr4g077940
Medtr1g086790	Medtr4g078040
Medtr1g086790	Medtr4g101730
Medtr1g086790	Medtr4g101950
Medtr1g086790	Medtr4g124490
Medtr1g086790	Medtr5g019050
Medtr1g086790	Medtr6g029200
Medtr1g086790	Medtr7g109800
Medtr1g086790	Medtr8g105790
Medtr1g086790	TC180261
Medtr1g086790	TC186099
Medtr1g086790	TC195246
Medtr1g086790	TC196349
Medtr1g086790	contig_112828_1
Medtr1g086790	contig_177280_1
Medtr1g086790	contig_237914_2
Medtr1g086790	contig_54065_1
Medtr1g086790	contig_68468_1
Medtr1g086790	contig_71237_1
Medtr1g086790	contig_76639_1
Medtr2g101830	Medtr3g055120
Medtr2g101830	Medtr3g069720
Medtr2g101830	Medtr6g042660
Medtr2g101830	Medtr7g079440
Medtr2g101830	Medtr7g087100
Medtr2g101830	contig_103996_1
Medtr2g101830	contig_49135_1
Medtr5g025850	Medtr1g056530
Medtr5g025850	Medtr3g031270
Medtr5g025850	Medtr7g080935
Medtr5g025850	Medtr7g084330
Medtr5g025850	contig_240378_1
Medtr5g025850	contig_59366_1
Medtr5g025850	contig_64732_1
contig_56175_1	Medtr1g116890
contig_56175_1	Medtr2g035430
contig_56175_1	Medtr5g091340
contig_56175_1	Medtr6g009510
contig_56175_1	Medtr8te086970
contig_56175_1	contig_244871_1
contig_56175_1	contig_62928_1
contig_72873_1	Medtr4g024980
contig_72873_1	Medtr5g095460
contig_72873_1	contig_13983_1
contig_72873_1	contig_54623_1
contig_72873_1	contig_63629_1
contig_72873_1	contig_64957_1
contig_72873_1	contig_75045_2
contig_94824_1	Medtr7g078060
contig_94824_1	Medtr8g093560
contig_94824_1	Medtr8g107250
contig_94824_1	contig_117004_1
contig_94824_1	contig_121744_63
contig_94824_1	contig_54935_1
contig_94824_1	contig_75026_1
Medtr1g105110	Medtr2g075820
Medtr1g105110	Medtr2g104100
Medtr1g105110	Medtr3g033470
Medtr1g105110	Medtr3g062490
Medtr1g105110	Medtr4g057340
Medtr1g105110	Medtr4g123670
Medtr1g105110	Medtr5g017060
Medtr1g105110	Medtr5g065200
Medtr1g105110	Medtr7g113100
Medtr1g105110	Medtr7g113390
Medtr4g106540	AC233576_4
Medtr4g106540	Medtr3g083260
Medtr4g106540	Medtr3g096530
Medtr4g106540	Medtr5g094860
Medtr4g106540	Medtr8g092300
Medtr4g106540	TC191735
Medtr4g106540	contig_103892_1
Medtr4g106540	contig_237961_1
Medtr4g106540	contig_56045_1
Medtr4g106540	contig_62887_1
Medtr1g087290	Medtr1g012020
Medtr1g087290	Medtr1g113830
Medtr1g087290	Medtr2g007790
Medtr1g087290	Medtr2g097960
Medtr1g087290	Medtr3g082470
Medtr1g087290	Medtr4g122000
Medtr1g087290	Medtr7g084090
Medtr1g087290	Medtr8g075190
Medtr1g087290	Medtr8g091530
Medtr1g087290	Medtr8g093100
Medtr1g087290	Medtr8g102580
Medtr1g087290	TC200671
Medtr1g087290	contig_50316_1
Medtr1g087290	contig_52472_2
Medtr1g087290	contig_62140_1
Medtr1g087290	contig_77358_1
Medtr1g087290	contig_7802_1
Medtr7g084090	AC233659_11
Medtr7g084090	Medtr3g085750
Medtr7g084090	Medtr4g122270
Medtr7g084090	Medtr8g093180
Medtr7g084090	Medtr8g103740
Medtr7g084090	contig_103996_1
Medtr7g084090	contig_109699_1
Medtr7g084090	contig_59299_1
Medtr3g072710	AC235664_10
Medtr3g072710	CX549419
Medtr3g072710	Medtr4g104060
Medtr3g072710	Medtr5g010010
Medtr3g072710	Medtr5g086110
Medtr3g072710	Medtr5g086130
Medtr3g072710	Medtr7g082260
Medtr3g072710	contig_167979_1
Medtr3g072710	contig_76132_1
Medtr3g090760	Medtr1g101950
Medtr3g090760	Medtr3g111120
Medtr3g090760	Medtr4g055060
Medtr3g090760	Medtr4g097510
Medtr3g090760	Medtr5g063930
Medtr3g090760	Medtr5g082150
Medtr3g090760	Medtr6g009770
Medtr3g090760	Medtr6g022020
Medtr3g090760	Medtr6g022040
Medtr2g099780	Medtr3g031040
Medtr2g099780	contig_131447_1
Medtr2g099780	contig_165363_1
Medtr2g099780	contig_173208_1
Medtr2g099780	contig_48772_2
Medtr2g099780	contig_75165_1
Medtr5g066780	Medtr5g066830
Medtr5g066780	contig_58657_1
Medtr5g066780	contig_69328_1
Medtr5g066780	contig_76209_1
Medtr5g066780	contig_82540_1
Medtr5g066780	contig_83668_1
Medtr6g013550	CX516627
Medtr6g013550	Medtr2g089810
Medtr6g013550	Medtr6g013560
Medtr6g013550	contig_114890_1
Medtr6g013550	contig_242429_1
Medtr6g013550	contig_57859_1
Medtr7g082260	Medtr3g031270
Medtr7g082260	Medtr7g011670
Medtr7g082260	Medtr8g068270
Medtr7g082260	Medtr8g068300
Medtr7g082260	TC193817
Medtr7g082260	contig_68802_2
TC181269	Medtr6g014310
TC181269	Medtr8g009290
TC181269	contig_53942_1
TC181269	contig_69210_1
TC181269	contig_81181_2
TC181269	contig_82540_1
contig_115217_1	Medtr5g017680
contig_115217_1	Medtr6g081810
contig_115217_1	TC194443
contig_115217_1	contig_116885_1
contig_115217_1	contig_219463_1
contig_115217_1	contig_22669_1
contig_76209_1	BG586552
contig_76209_1	Medtr2g099480
contig_76209_1	Medtr4g063220
contig_76209_1	Medtr5g066780
contig_76209_1	contig_55338_2
contig_76209_1	contig_77237_1
contig_92328_1	Medtr1g100070
contig_92328_1	Medtr3g079860
contig_92328_1	Medtr5g076500
contig_92328_1	Medtr6g036620
contig_92328_1	Medtr7g059310
contig_92328_1	contig_63630_1
Medtr5g019130	Medtr1te082200
Medtr5g019130	Medtr4g019340
Medtr5g019130	contig_103432_1
Medtr5g019130	contig_239023_1
Medtr5g019130	contig_52448_1
Medtr5g019130	contig_72453_1
Medtr5g019130	contig_87083_1
contig_52543_1	Medtr2g102150
contig_52543_1	Medtr2g102270
contig_52543_1	Medtr3g022850
contig_52543_1	Medtr8g022240
contig_52543_1	Medtr8g058380
contig_52543_1	Medtr8g087940
contig_52543_1	contig_63554_1
contig_8266_1	Medtr1g104890
contig_8266_1	Medtr4te097210
contig_8266_1	Medtr8g009260
contig_8266_1	TC173810
contig_8266_1	TC186831
contig_8266_1	TC187300
contig_8266_1	contig_15796_2
contig_84514_1	BF633770
contig_84514_1	Medtr2g098910
contig_84514_1	Medtr3g100270
contig_84514_1	Medtr5g096340
contig_84514_1	TC175817
contig_84514_1	TC178464
contig_84514_1	contig_240248_1
contig_84514_1	contig_65983_2
Medtr2g025180	Medtr2g026550
Medtr2g025180	Medtr3g069590
Medtr2g025180	Medtr3g113140
Medtr2g025180	Medtr5g006530
Medtr2g025180	contig_69871_1
Medtr2g102450	Medtr2g093010
Medtr2g102450	TC195748
Medtr2g102450	contig_172138_1
Medtr2g102450	contig_242251_1
Medtr2g102450	contig_76050_1
Medtr3g015490	Medtr1g023800
Medtr3g015490	Medtr2g103310
Medtr3g015490	Medtr4g051330
Medtr3g015490	contig_165386_1
Medtr3g015490	contig_51912_1
Medtr4g083680	Medtr2g019750
Medtr4g083680	Medtr2g025140
Medtr4g083680	Medtr5te077990
Medtr4g083680	contig_16073_1
Medtr4g083680	contig_57084_1
Medtr4g127140	Medtr4g101970
Medtr4g127140	Medtr5g078020
Medtr4g127140	Medtr7g085810
Medtr4g127140	contig_103430_1
Medtr4g127140	contig_61046_1
Medtr6g036640	Medtr1g084790
Medtr6g036640	Medtr2g086300
Medtr6g036640	Medtr3g026780
Medtr6g036640	contig_240909_1
Medtr6g036640	contig_60005_1
contig_49939_2	Medtr1g098300
contig_49939_2	Medtr2g086390
contig_49939_2	TC186831
contig_49939_2	contig_239353_1
contig_49939_2	contig_52503_1
contig_55998_2	EX528171
contig_55998_2	Medtr2g020990
contig_55998_2	Medtr8te086940
contig_55998_2	contig_22015_1
contig_55998_2	contig_9519_1
CX518743	Medtr1g042895
CX518743	Medtr3g015480
CX518743	Medtr4g077790
CX518743	Medtr4g119510
CX518743	Medtr5te056810
CX518743	contig_13996_1
Medtr2g019750	AC229727_31
Medtr2g019750	AC233675_9
Medtr2g019750	Medtr1g101500
Medtr2g019750	Medtr4g079610
Medtr2g019750	Medtr5g099060
Medtr2g019750	contig_12436_1
Medtr3g064080	Medtr3g010330
Medtr3g064080	Medtr4g083680
Medtr3g064080	Medtr6g014040
Medtr3g064080	Medtr7g087190
Medtr3g064080	contig_14053_1
Medtr6g013560	Medtr6g013550
Medtr6g013560	Medtr8g072890
Medtr6g013560	contig_109143_1
Medtr6g013560	contig_57701_3
Medtr6g013560	contig_72923_2
contig_126967_1	AC233556_16
contig_126967_1	Medtr1g082230
contig_126967_1	Medtr4g079390
contig_126967_1	Medtr8g018100
contig_126967_1	contig_63591_1
contig_166109_1	AC235757_1
contig_166109_1	Medtr5g020890
contig_166109_1	TC189188
contig_166109_1	contig_27206_1
contig_166109_1	contig_58250_1
Medtr5g081990	Medtr8g017120
Medtr5g081990	Medtr8g092290
Medtr5g081990	Medtr8g095930
Medtr5g081990	contig_102860_1
Medtr5g081990	contig_69601_1
Medtr5g081990	contig_73852_2
contig_13371_1	AC233656_18
contig_13371_1	AC233839_1001
contig_13371_1	Medtr3g088630
contig_13371_1	Medtr4g060950
contig_13371_1	contig_49127_1
Medtr2g086390	Medtr1g086150
Medtr2g086390	contig_12545_1
Medtr2g086390	contig_49939_2
Medtr2g086390	contig_65185_1
Medtr3g113140	Medtr2g025180
Medtr3g113140	Medtr5g012870
Medtr3g113140	Medtr8g102580
Medtr3g113140	contig_247256_1
Medtr5g069980	Medtr1g071060
Medtr5g069980	Medtr3g067270
Medtr5g069980	Medtr3g067280
Medtr5g069980	Medtr5g074870
Medtr7g020870	Medtr4g106870
Medtr7g020870	contig_237962_1
Medtr7g020870	contig_238668_1
Medtr7g020870	contig_240154_1
contig_79889_1	AC235665_1070
contig_79889_1	Medtr3g076930
contig_79889_1	Medtr7g113490
contig_79889_1	contig_60344_2
contig_53788_1	AC233669_5
contig_53788_1	AC235678_11
contig_53788_1	Medtr2g008970
contig_53788_1	Medtr2g035170
contig_53788_1	Medtr2g098070
contig_53788_1	Medtr5g006750
contig_53788_1	Medtr6g087180
contig_53788_1	Medtr7g047110
contig_53788_1	Medtr7g117310
contig_53788_1	contig_14789_1
Medtr2g075250	Medtr2g012320
Medtr2g075250	Medtr2g013140
Medtr2g075250	Medtr3g096330
Medtr2g075250	Medtr4g014770
Medtr2g075250	contig_174883_1
contig_96248_1	Medtr7g092700
contig_96248_1	Medtr8g020350
contig_96248_1	contig_67119_1
Medtr7g050990	Medtr1g024980
Medtr7g050990	Medtr3g015080
Medtr7g050990	Medtr5g073200
Medtr7g050990	Medtr5g073260
Medtr7g050990	Medtr5g094530
Medtr7g050990	Medtr5g094620
Medtr7g050990	Medtr6g008640
Medtr7g050990	Medtr6g008650
Medtr7g050990	Medtr7g070940
Medtr7g050990	Medtr7g080460
Medtr7g050990	TC181426
Medtr7g050990	contig_166030_1
Medtr7g050990	contig_170981_1
Medtr7g050990	contig_18183_1
Medtr7g050990	contig_251162_27
Medtr7g050990	contig_255036_1
Medtr7g050990	contig_50400_1
Medtr7g050990	contig_53400_1
Medtr7g050990	contig_75821_2
contig_239504_1	Medtr1g099640
contig_239504_1	Medtr1g099710
contig_239504_1	Medtr1g101910
contig_239504_1	Medtr4g048060
contig_239504_1	Medtr4g070570
contig_239504_1	Medtr4g111920
contig_239504_1	Medtr5g015670
contig_239504_1	Medtr5g028390
contig_239504_1	Medtr5g041080
contig_239504_1	Medtr5g069180
contig_239504_1	Medtr7g034710
contig_239504_1	Medtr7g068070
contig_239504_1	contig_125368_1
contig_239504_1	contig_56925_2
contig_239504_1	contig_57438_1
contig_239504_1	contig_59723_1
contig_239504_1	contig_64171_1
contig_239504_1	contig_93903_1
Medtr2g087290	AC225481_7
Medtr2g087290	Medtr3g018710
Medtr2g087290	Medtr3g061170
Medtr2g087290	Medtr4g044510
Medtr2g087290	Medtr5g005270
Medtr2g087290	Medtr5g011880
Medtr2g087290	Medtr5g046540
Medtr2g087290	Medtr7g108680
Medtr2g087290	Medtr8g038320
Medtr2g087290	contig_59415_1
Medtr2g087290	contig_77378_1
Medtr1g024980	Medtr1g024660
Medtr1g024980	Medtr1g104550
Medtr1g024980	Medtr4g012540
Medtr1g024980	Medtr5g013550
Medtr1g024980	Medtr7g050990
Medtr1g024980	TC184317
Medtr1g024980	TC185299
Medtr1g024980	contig_101780_1
Medtr1g024980	contig_109714_1
Medtr1g024980	contig_177398_1
Medtr1g024980	contig_25431_1
Medtr1g024980	contig_30979_1
Medtr3g098840	AC233669_4
Medtr3g098840	Medtr3g086670
Medtr3g098840	Medtr4g021070
Medtr3g098840	Medtr8g008840
Medtr3g098840	Medtr8g095110
Medtr3g098840	contig_12469_1
Medtr3g098840	contig_129471_1
Medtr3g098840	contig_57917_1
Medtr3g098840	contig_60952_1
Medtr1g086790	DW015288
Medtr1g086790	Medtr1g071070
Medtr1g086790	Medtr3g064370
Medtr1g086790	Medtr6g082190
Medtr1g086790	Medtr7g070250
Medtr1g086790	Medtr7g083120
Medtr1g086790	Medtr7g087430
Medtr1g086790	TC176870
Medtr1g086790	TC188159
Medtr1g086790	contig_242537_1
Medtr1g086790	contig_67183_1
Medtr1g086790	contig_67949_1
Medtr1g086790	contig_84170_1
Medtr1g086790	contig_99317_1
contig_9519_1	Medtr2g083870
contig_9519_1	Medtr4g054440
contig_9519_1	Medtr4g092510
contig_9519_1	Medtr5g030310
contig_9519_1	Medtr7g077150
contig_9519_1	Medtr7g092580
contig_9519_1	TC184988
contig_9519_1	TC199438
contig_102028_1	Medtr1g014090
contig_102028_1	Medtr3g117850
contig_102028_1	Medtr7g076220
contig_102028_1	Medtr7g089090
contig_102028_1	contig_85911_1
Medtr2g083870	Medtr1g086720
Medtr2g083870	Medtr1g104610
Medtr2g083870	Medtr3g091680
Medtr2g083870	Medtr3g098840
Medtr2g083870	contig_68291_1
Medtr4g033790	Medtr1g070830
Medtr4g033790	Medtr1g106870
Medtr4g033790	Medtr2g044940
Medtr4g033790	Medtr5g023650
Medtr4g033790	contig_11708_1
Medtr4g033790	contig_55499_2
Medtr4g033790	contig_96248_1
Medtr5g083300	Medtr2g063510
Medtr5g083300	Medtr4g118610
Medtr5g083300	Medtr7g108130
Medtr5g083300	Medtr8g077510
Medtr5g083300	contig_56925_2
Medtr5g080780	Medtr1g021450
Medtr5g080780	Medtr1g086000
Medtr5g080780	Medtr1g101100
Medtr5g080780	Medtr1g105110
Medtr5g080780	Medtr2g007590
Medtr5g080780	Medtr2g087950
Medtr5g080780	Medtr2g088320
Medtr5g080780	Medtr2te104090
Medtr5g080780	Medtr3g005810
Medtr5g080780	Medtr3g088380
Medtr5g080780	Medtr4g057440
Medtr5g080780	Medtr4g057460
Medtr5g080780	Medtr4g060500
Medtr5g080780	Medtr4g068480
Medtr5g080780	Medtr4g073080
Medtr5g080780	Medtr4g113860
Medtr5g080780	Medtr4g119620
Medtr5g080780	Medtr4g123520
Medtr5g080780	Medtr4g123540
Medtr5g080780	Medtr4g123690
Medtr5g080780	Medtr5g026890
Medtr5g080780	Medtr5g032440
Medtr5g080780	Medtr5g088340
Medtr5g080780	Medtr5g095820
Medtr5g080780	Medtr6g005250
Medtr5g080780	Medtr7g104810
Medtr5g080780	Medtr8g076220
Medtr5g080780	Medtr8g095830
Medtr5g080780	Medtr8te091810
