Regulator	Target
Medtr5g080780	contig_130804_1
Medtr5g080780	contig_239896_1
Medtr5g080780	contig_48753_2
Medtr5g080780	contig_52037_1
Medtr5g080780	contig_52866_1
Medtr5g080780	contig_53549_1
Medtr5g080780	contig_57940_1
Medtr5g080780	contig_71489_1
Medtr5g080780	contig_85459_1
Medtr1g072890	Medtr1g034820
Medtr1g072890	Medtr1g080390
Medtr1g072890	Medtr1g110560
Medtr1g072890	Medtr2g006020
Medtr1g072890	Medtr2g018390
Medtr1g072890	Medtr2g081080
Medtr1g072890	Medtr3g051720
Medtr1g072890	Medtr3g095410
Medtr1g072890	Medtr3g098060
Medtr1g072890	Medtr3g117580
Medtr1g072890	Medtr4g061700
Medtr1g072890	Medtr4g077880
Medtr1g072890	Medtr4g078640
Medtr1g072890	Medtr4g086290
Medtr1g072890	Medtr4g096820
Medtr1g072890	Medtr4g119670
Medtr1g072890	Medtr4g127160
Medtr1g072890	Medtr5g020530
Medtr1g072890	Medtr5g092370
Medtr1g072890	Medtr7g070240
Medtr1g072890	Medtr7g099880
Medtr1g072890	Medtr7g100040
Medtr1g072890	Medtr7te075880
Medtr1g072890	Medtr8g018890
Medtr1g072890	Medtr8g092060
Medtr1g072890	contig_10244_1
Medtr1g072890	contig_240207_1
Medtr1g072890	contig_49628_1
Medtr1g072890	contig_50072_1
Medtr1g072890	contig_50374_1
Medtr1g072890	contig_58519_1
Medtr1g072890	contig_58636_1
Medtr1g072890	contig_74214_1
Medtr1g072890	contig_97508_1
Medtr5g010650	AC233662_33
Medtr5g010650	Medtr1g013680
Medtr5g010650	Medtr1g088400
Medtr5g010650	Medtr1g089910
Medtr5g010650	Medtr1g089920
Medtr5g010650	Medtr1g099830
Medtr5g010650	Medtr2g028350
Medtr5g010650	Medtr2g028360
Medtr5g010650	Medtr2g028380
Medtr5g010650	Medtr2g028390
Medtr5g010650	Medtr2g028400
Medtr5g010650	Medtr2g093040
Medtr5g010650	Medtr3g096240
Medtr5g010650	Medtr4g028660
Medtr5g010650	Medtr4g074550
Medtr5g010650	Medtr4g113080
Medtr5g010650	Medtr4te028170
Medtr5g010650	Medtr5g021550
Medtr5g010650	Medtr5g080800
Medtr5g010650	Medtr5te097020
Medtr5g010650	Medtr6g060570
Medtr5g010650	Medtr8g009000
Medtr5g010650	Medtr8te101190
Medtr5g010650	contig_183722_1
Medtr5g010650	contig_49136_1
Medtr5g010650	contig_55196_1
Medtr5g010650	contig_60223_1
Medtr5g010650	contig_63535_1
Medtr5g010650	contig_64010_1
Medtr5g010650	contig_64132_1
Medtr5g010650	contig_67044_1
Medtr5g010650	contig_70315_2
Medtr5g010650	contig_70772_1
Medtr5g010650	contig_86716_1
contig_83847_1	Medtr1g101150
contig_83847_1	Medtr1g116820
contig_83847_1	Medtr2g096090
contig_83847_1	Medtr3g060690
contig_83847_1	Medtr3g060700
contig_83847_1	Medtr4g032390
contig_83847_1	Medtr4g122070
contig_83847_1	Medtr4te010040
contig_83847_1	Medtr5g008680
contig_83847_1	Medtr5g064850
contig_83847_1	Medtr7g057230
contig_83847_1	TC198086
contig_83847_1	contig_101652_1
contig_83847_1	contig_114217_1
contig_83847_1	contig_16610_1
contig_83847_1	contig_171403_1
contig_83847_1	contig_241514_1
contig_83847_1	contig_52270_1
contig_83847_1	contig_57389_1
contig_83847_1	contig_58215_1
contig_83847_1	contig_60093_1
contig_83847_1	contig_60527_1
contig_83847_1	contig_70008_1
Medtr5g010260	AC233651_1002
Medtr5g010260	Medtr3g049990
Medtr5g010260	Medtr3g060700
Medtr5g010260	Medtr3g086950
Medtr5g010260	Medtr3g099850
Medtr5g010260	Medtr4g032680
Medtr5g010260	Medtr4g112780
Medtr5g010260	Medtr5g019130
Medtr5g010260	Medtr5g020190
Medtr5g010260	Medtr5g065270
Medtr5g010260	Medtr7g069430
Medtr5g010260	Medtr8g102950
Medtr5g010260	TC176221
Medtr5g010260	TC176791
Medtr5g010260	contig_163401_1
Medtr5g010260	contig_165371_1
Medtr5g010260	contig_51926_1
Medtr5g010260	contig_52754_1
Medtr5g010260	contig_67099_1
Medtr5g010260	contig_75572_1
Medtr5g010260	contig_89196_1
Medtr5g010260	contig_89503_1
contig_9054_1	Medtr1g095710
contig_9054_1	Medtr1g098970
contig_9054_1	Medtr2te036520
contig_9054_1	Medtr3g005520
contig_9054_1	Medtr3g026820
contig_9054_1	Medtr3g031000
contig_9054_1	Medtr4g016670
contig_9054_1	Medtr4g061650
contig_9054_1	Medtr4g074670
contig_9054_1	Medtr4g074690
contig_9054_1	Medtr5g032290
contig_9054_1	Medtr5g045130
contig_9054_1	Medtr5g061610
contig_9054_1	Medtr5g078510
contig_9054_1	Medtr5g087510
contig_9054_1	Medtr5g097030
contig_9054_1	Medtr6g052340
contig_9054_1	Medtr7g077600
contig_9054_1	Medtr8g076920
contig_9054_1	contig_103386_1
contig_9054_1	contig_132133_1
contig_9054_1	contig_162945_1
contig_9054_1	contig_240035_1
contig_9054_1	contig_57517_1
contig_9054_1	contig_84426_1
Medtr1g050750	AC229724_1051
Medtr1g050750	Medtr1g050440
Medtr1g050750	Medtr1g114000
Medtr1g050750	Medtr2g007780
Medtr1g050750	Medtr2g097700
Medtr1g050750	Medtr3g025880
Medtr1g050750	Medtr3g080670
Medtr1g050750	Medtr3g104760
Medtr1g050750	Medtr3g108640
Medtr1g050750	Medtr4g111750
Medtr1g050750	Medtr5g080880
Medtr1g050750	Medtr5g095530
Medtr1g050750	Medtr6g091770
Medtr1g050750	Medtr7g114640
Medtr1g050750	Medtr7g116750
Medtr1g050750	Medtr8g040700
Medtr1g050750	Medtr8g092060
Medtr1g050750	TC181375
Medtr1g050750	TC186415
Medtr1g050750	contig_122774_1
Medtr1g050750	contig_53609_1
Medtr1g050750	contig_77963_1
Medtr1g050750	contig_95927_1
Medtr1g072970	AC202489_35
Medtr1g072970	AC233680_20
Medtr1g072970	Medtr1g072910
Medtr1g072970	Medtr1g072950
Medtr1g072970	Medtr1g072960
Medtr1g072970	Medtr1g089740
Medtr1g072970	Medtr3g086550
Medtr1g072970	Medtr4g048230
Medtr1g072970	Medtr4g075330
Medtr1g072970	Medtr5g055940
Medtr1g072970	Medtr5g090430
Medtr1g072970	Medtr5g097260
Medtr1g072970	Medtr7g022220
Medtr1g072970	Medtr7g083840
Medtr1g072970	Medtr8te091970
Medtr1g072970	contig_49334_1
Medtr1g072970	contig_50567_2
Medtr1g072970	contig_52142_1
Medtr1g072970	contig_52142_2
Medtr1g072970	contig_54961_1
Medtr1g072970	contig_55688_1
Medtr1g072970	contig_55902_1
Medtr1g072970	contig_7647_2
Medtr5g025500	AC233680_18
Medtr5g025500	Medtr1g075140
Medtr5g025500	Medtr2g028730
Medtr5g025500	Medtr2g034520
Medtr5g025500	Medtr3g061640
Medtr5g025500	Medtr3g088120
Medtr5g025500	Medtr4g035350
Medtr5g025500	Medtr4g128050
Medtr5g025500	Medtr4g128240
Medtr5g025500	Medtr5g093570
Medtr5g025500	Medtr7g069950
Medtr5g025500	Medtr7g116270
Medtr5g025500	Medtr8g106610
Medtr5g025500	contig_119682_1
Medtr5g025500	contig_12916_1
Medtr5g025500	contig_61792_1
Medtr5g025500	contig_66626_1
Medtr5g025500	contig_78284_1
Medtr3g099850	Medtr1g079780
Medtr3g099850	Medtr2g006210
Medtr3g099850	Medtr3g019370
Medtr3g099850	Medtr3g091460
Medtr3g099850	Medtr4g006560
Medtr3g099850	Medtr4g078770
Medtr3g099850	Medtr5g010260
Medtr3g099850	Medtr5g018600
Medtr3g099850	Medtr6g005460
Medtr3g099850	Medtr6g005760
Medtr3g099850	Medtr6g006180
Medtr3g099850	Medtr7g088540
Medtr3g099850	Medtr7g089190
Medtr3g099850	Medtr7g099170
Medtr3g099850	Medtr8g101340
Medtr3g099850	contig_58773_1
Medtr3g099850	contig_81620_2
Medtr3g116200	Medtr1g085130
Medtr3g116200	Medtr2g100640
Medtr3g116200	Medtr3g104080
Medtr3g116200	Medtr4g087360
Medtr3g116200	Medtr4g090990
Medtr3g116200	Medtr4g112780
Medtr3g116200	Medtr5g053930
Medtr3g116200	Medtr7g087110
Medtr3g116200	Medtr7g101760
Medtr3g116200	Medtr8g021990
Medtr3g116200	Medtr8g043450
Medtr3g116200	Medtr8g095210
Medtr3g116200	TC196378
Medtr3g116200	contig_10116_1
Medtr3g116200	contig_49961_1
Medtr3g116200	contig_54958_1
Medtr3g116200	contig_61944_1
contig_54218_1	AC233657_25
contig_54218_1	AC233662_16
contig_54218_1	Medtr1g088380
contig_54218_1	Medtr1g095650
contig_54218_1	Medtr1g095690
contig_54218_1	Medtr1g095710
contig_54218_1	Medtr2g013430
contig_54218_1	Medtr2g015760
contig_54218_1	Medtr2g025460
contig_54218_1	Medtr2g028330
contig_54218_1	Medtr2g083810
contig_54218_1	Medtr2g094300
contig_54218_1	Medtr4g019170
contig_54218_1	Medtr4g065580
contig_54218_1	Medtr4te074560
contig_54218_1	Medtr6g025300
contig_54218_1	Medtr6g091960
contig_54218_1	Medtr7g088850
contig_54218_1	Medtr7g101050
contig_54218_1	Medtr7g109640
contig_54218_1	TC174432
contig_54218_1	contig_49752_1
contig_54218_1	contig_9054_1
contig_54218_1	contig_93429_1
contig_54218_1	contig_97558_1
contig_63535_1	AC158498_10
contig_63535_1	AC233657_12
contig_63535_1	Medtr1g007990
contig_63535_1	Medtr1g108610
contig_63535_1	Medtr2g093230
contig_63535_1	Medtr3g025330
contig_63535_1	Medtr3g079980
contig_63535_1	Medtr3g117530
contig_63535_1	Medtr4g070380
contig_63535_1	Medtr5g010650
contig_63535_1	Medtr5g088060
contig_63535_1	Medtr8g069160
contig_63535_1	TC191600
contig_63535_1	contig_166212_1
contig_63535_1	contig_191733_1
contig_63535_1	contig_58846_1
contig_63535_1	contig_69094_1
contig_63535_1	contig_69301_1
contig_63535_1	contig_73022_1
contig_63535_1	contig_83038_1
contig_63535_1	contig_83613_1
contig_49136_1	Medtr1g007950
contig_49136_1	Medtr1g095970
contig_49136_1	Medtr2g028140
contig_49136_1	Medtr2g028340
contig_49136_1	Medtr2g037050
contig_49136_1	Medtr3g013950
contig_49136_1	Medtr4g130580
contig_49136_1	Medtr4g133640
contig_49136_1	Medtr5g010650
contig_49136_1	Medtr5g032310
contig_49136_1	Medtr5g061550
contig_49136_1	Medtr5g063730
contig_49136_1	Medtr5g068640
contig_49136_1	Medtr6g091980
contig_49136_1	Medtr7g006450
contig_49136_1	Medtr7g093090
contig_49136_1	Medtr8g011150
contig_49136_1	contig_169381_1
contig_49136_1	contig_54966_1
contig_49136_1	contig_59740_1
contig_49136_1	contig_70315_1
contig_49136_1	contig_74864_1
contig_49136_1	contig_88804_1
Medtr1g083740	AC233560_1001
Medtr1g083740	AC233656_19
Medtr1g083740	AL377472
Medtr1g083740	Medtr1g034820
Medtr1g083740	Medtr2g013490
Medtr1g083740	Medtr6g036750
Medtr1g083740	Medtr6g088010
Medtr1g083740	contig_23344_1
Medtr1g083740	contig_239968_1
Medtr1g083740	contig_240207_1
Medtr1g083740	contig_49568_1
Medtr1g083740	contig_59992_1
Medtr1g083740	contig_84939_1
contig_114217_1	Medtr3g013960
contig_114217_1	Medtr3g080550
contig_114217_1	Medtr4g124030
contig_114217_1	Medtr5g078780
contig_114217_1	Medtr6g005460
contig_114217_1	Medtr6g091790
contig_114217_1	Medtr7g100340
contig_114217_1	TC183030
contig_114217_1	TC191664
contig_114217_1	contig_17869_1
contig_114217_1	contig_20911_1
contig_114217_1	contig_62795_2
contig_114217_1	contig_68754_1
contig_114217_1	contig_73905_3
Medtr7g089770	AC229695_2
Medtr7g089770	Medtr1g018050
Medtr7g089770	Medtr1g086820
Medtr7g089770	Medtr2g063810
Medtr7g089770	Medtr3g027580
Medtr7g089770	Medtr3g070760
Medtr7g089770	Medtr4g112100
Medtr7g089770	Medtr5g029310
Medtr7g089770	Medtr5g093000
Medtr7g089770	Medtr7g020830
Medtr7g089770	Medtr8g062720
Medtr7g089770	contig_241177_1
Medtr7g089770	contig_247614_1
Medtr7g089770	contig_54649_1
Medtr7g089770	contig_55928_1
Medtr7g089770	contig_83207_1
Medtr2g029940	AC233658_8
Medtr2g029940	Medtr1g088670
Medtr2g029940	Medtr1g089260
Medtr2g029940	Medtr1g089430
Medtr2g029940	Medtr2g007780
Medtr2g029940	Medtr4g120740
Medtr2g029940	Medtr7g076230
Medtr2g029940	contig_52754_1
Medtr2g029940	contig_61579_1
Medtr2g029940	contig_76118_1
Medtr2g029940	contig_8393_1
Medtr2g029940	contig_89503_1
Medtr4g128240	Medtr1g108780
Medtr4g128240	Medtr3g088850
Medtr4g128240	Medtr3g096630
Medtr4g128240	Medtr3g117230
Medtr4g128240	Medtr5g032340
Medtr4g128240	Medtr5g064160
Medtr4g128240	Medtr5g082000
Medtr4g128240	Medtr7g088980
Medtr4g128240	Medtr7g089920
Medtr4g128240	Medtr8g023480
Medtr4g128240	Medtr8te091750
Medtr4g128240	contig_12506_1
Medtr4g128240	contig_49827_1
Medtr4g128240	contig_58215_1
Medtr8g018150	Medtr2g018290
Medtr8g018150	Medtr3g013710
Medtr8g018150	Medtr3g061640
Medtr8g018150	Medtr3g078030
Medtr8g018150	Medtr5g024090
Medtr8g018150	Medtr7g080730
Medtr8g018150	TC191731
Medtr8g018150	contig_114574_1
Medtr8g018150	contig_12039_1
Medtr8g018150	contig_12141_1
Medtr8g018150	contig_126438_1
Medtr8g018150	contig_242374_1
Medtr8g018150	contig_56085_1
Medtr8g018150	contig_61922_1
Medtr4g111750	CX533254
Medtr4g111750	Medtr2g049300
Medtr4g111750	Medtr3g099850
Medtr4g111750	Medtr3g114070
Medtr4g111750	Medtr4g100820
Medtr4g111750	Medtr4g108570
Medtr4g111750	Medtr5g018550
Medtr4g111750	Medtr5g021980
Medtr4g111750	Medtr6g042230
Medtr4g111750	contig_240651_1
Medtr4g111750	contig_49628_1
Medtr4g119670	Medtr2g019210
Medtr4g119670	Medtr3g083970
Medtr4g119670	Medtr3g086220
Medtr4g119670	Medtr3g107660
Medtr4g119670	Medtr7g057250
Medtr4g119670	Medtr7g075640
Medtr4g119670	Medtr7g110260
Medtr4g119670	Medtr8g023650
Medtr4g119670	contig_126438_1
Medtr4g119670	contig_74867_1
Medtr7g113360	Medtr1g008170
Medtr7g113360	Medtr3g005360
Medtr7g113360	Medtr3g069120
Medtr7g113360	Medtr3g105810
Medtr7g113360	Medtr5g032050
Medtr7g113360	Medtr5g044120
Medtr7g113360	Medtr7g093000
Medtr7g113360	contig_114640_1
Medtr7g113360	contig_50431_2
Medtr7g113360	contig_51602_1
Medtr7g113360	contig_63170_1
Medtr7g113360	contig_74267_2
Medtr8g014080	Medtr2g018290
Medtr8g014080	Medtr4g074800
Medtr8g014080	Medtr4g074930
Medtr8g014080	Medtr5g090120
Medtr8g014080	TC191392
Medtr8g014080	contig_50367_1
Medtr8g014080	contig_60383_1
Medtr3g118150	Medtr1g114000
Medtr3g118150	Medtr3g015950
Medtr3g118150	Medtr3g080670
Medtr3g118150	Medtr3g109360
Medtr3g118150	Medtr4g102240
Medtr3g118150	Medtr6g088280
Medtr3g118150	contig_50793_1
Medtr3g118150	contig_52746_1
Medtr3g118150	contig_73997_1
Medtr3g118150	contig_81620_2
Medtr7g109640	Medtr2g028160
Medtr7g109640	Medtr3g077630
Medtr7g109640	Medtr4g006000
Medtr7g109640	Medtr4g122580
Medtr7g109640	Medtr5g040850
Medtr7g109640	contig_163294_1
Medtr7g109640	contig_171829_1
Medtr7g109640	contig_54218_1
Medtr7g109640	contig_58642_1
TC176791	Medtr4g074800
TC176791	Medtr4g074930
TC176791	Medtr5g008680
TC176791	Medtr8g085740
TC176791	TC190068
TC176791	contig_60527_1
Medtr1g034820	Medtr1g108290
Medtr1g034820	Medtr3g013710
Medtr1g034820	Medtr3g095790
Medtr1g034820	Medtr7g116340
Medtr1g034820	contig_53106_1
Medtr1g034820	contig_57224_1
Medtr1g034820	contig_57933_1
Medtr3g086550	AC229724_1064
Medtr3g086550	Medtr1g114150
Medtr3g086550	Medtr7g082850
Medtr3g086550	contig_240620_1
Medtr3g086550	contig_50367_2
Medtr3g086550	contig_55958_2
Medtr3g086550	contig_98852_1
Medtr5g012490	Medtr1te089940
Medtr5g012490	Medtr4g061300
Medtr5g012490	Medtr4g115060
Medtr5g012490	Medtr5g010400
Medtr5g012490	Medtr7g113380
Medtr5g012490	Medtr8g083240
Medtr5g012490	contig_72614_35
Medtr5g012490	contig_94977_1
Medtr8g101380	AC229695_2
Medtr8g101380	Medtr7g017440
Medtr8g101380	Medtr8g065900
Medtr8g101380	contig_239339_1
Medtr8g101380	contig_72654_1
contig_114574_1	Medtr1g045510
contig_114574_1	Medtr4g057490
contig_114574_1	Medtr4g072110
contig_114574_1	Medtr4g085580
contig_114574_1	contig_167300_1
contig_68754_1	Medtr2g049300
contig_68754_1	Medtr2g100870
contig_68754_1	Medtr3g069250
contig_68754_1	Medtr5g097870
contig_68754_1	contig_136249_1
contig_70008_1	Medtr1g072970
contig_70008_1	Medtr2g028140
contig_70008_1	Medtr4g053120
contig_70008_1	Medtr4g120740
contig_70008_1	TC184160
Medtr3g095410	Medtr1g072890
Medtr3g095410	Medtr5g070310
Medtr3g095410	Medtr8g018150
Medtr3g095410	contig_239722_1
Medtr3g095410	contig_64149_1
Medtr3g095410	contig_73383_1
Medtr4g107650	AC232874_1022
Medtr4g107650	Medtr1g063940
Medtr4g107650	Medtr5g044910
Medtr4g107650	Medtr6g006850
Medtr4g107650	contig_164509_1
Medtr4g107650	contig_57186_1
Medtr4g107650	contig_86011_1
Medtr7g108150	Medtr4g014810
Medtr7g108150	Medtr4g019170
Medtr7g108150	Medtr4g027040
Medtr7g108150	Medtr6g008500
Medtr7g108150	Medtr7g101050
Medtr7g108150	contig_52037_1
contig_114942_1	AC233662_40
contig_114942_1	Medtr2g028330
contig_114942_1	Medtr8g103470
contig_114942_1	TC178947
contig_114942_1	contig_114237_1
contig_114942_1	contig_136749_1
contig_114942_1	contig_166087_1
Medtr2g013490	Medtr1g083740
Medtr2g013490	Medtr4g120040
Medtr2g013490	Medtr7g089300
Medtr2g013490	contig_167300_1
Medtr4g079390	Medtr1g080340
Medtr4g079390	Medtr3g113800
Medtr4g079390	contig_56961_2
Medtr4g079390	contig_93600_1
Medtr4g113970	NP7270416
Medtr4g113970	contig_119682_1
Medtr4g113970	contig_191733_1
Medtr4g113970	contig_65861_1
Medtr4g113970	contig_77749_1
contig_88215_1	AC233662_41
contig_88215_1	Medtr2g104120
contig_88215_1	Medtr5g099030
contig_88215_1	Medtr7g016970
contig_88215_1	Medtr7g059170
Medtr7g025130	Medtr1g008050
Medtr7g025130	Medtr2g018980
Medtr7g025130	Medtr4g006310
Medtr7g025130	Medtr4g006320
Medtr7g025130	contig_129927_1
Medtr7g025130	contig_62032_2
Medtr7g025130	contig_67142_1
Medtr7g025130	contig_87240_1
Medtr7g025130	contig_97459_1
contig_10108_1	Medtr2g086700
contig_10108_1	Medtr3g065380
contig_10108_1	Medtr7g070070
contig_10108_1	contig_49323_1
contig_10108_1	contig_54966_1
Medtr5g044270	Medtr5g080800
Medtr5g044270	Medtr7g088850
Medtr5g044270	contig_64010_1
Medtr5g044270	contig_70772_1
Medtr1g105350	AC202489_10
Medtr1g105350	AC233576_8
Medtr1g105350	AC233653_1007
Medtr1g105350	AC235488_1
Medtr1g105350	Medtr1g026020
Medtr1g105350	Medtr1g080440
Medtr1g105350	Medtr1g104840
Medtr1g105350	Medtr2g021580
Medtr1g105350	Medtr2g049400
Medtr1g105350	Medtr2g103170
Medtr1g105350	Medtr2g103650
Medtr1g105350	Medtr3g087540
Medtr1g105350	Medtr4g035590
Medtr1g105350	Medtr4g039740
Medtr1g105350	Medtr4g051880
Medtr1g105350	Medtr4g059630
Medtr1g105350	Medtr4g059670
Medtr1g105350	Medtr4g120030
Medtr1g105350	Medtr4g124750
Medtr1g105350	Medtr4g127670
Medtr1g105350	Medtr4g128310
Medtr1g105350	Medtr5g005960
Medtr1g105350	Medtr5g010390
Medtr1g105350	Medtr5g026360
Medtr1g105350	Medtr5g041010
Medtr1g105350	Medtr5g041100
Medtr1g105350	Medtr5g097420
Medtr1g105350	Medtr6g029330
Medtr1g105350	TC190113
Medtr1g105350	TC194078
Medtr1g105350	contig_15342_1
Medtr1g105350	contig_164751_1
Medtr1g105350	contig_165948_1
Medtr1g105350	contig_172488_1
Medtr1g105350	contig_51728_1
Medtr1g105350	contig_55421_1
Medtr1g105350	contig_58005_1
Medtr1g105350	contig_58062_2
Medtr1g105350	contig_58978_1
Medtr1g105350	contig_74168_1
Medtr1g105350	contig_83547_1
Medtr1g105350	contig_84766_1
Medtr1g105350	contig_8486_1
Medtr1g105350	contig_86660_1
Medtr1g105350	contig_87249_1
Medtr1g105350	contig_89549_1
contig_61021_1	Medtr1g009150
contig_61021_1	Medtr1g075310
contig_61021_1	Medtr3g010770
contig_61021_1	Medtr4g023730
contig_61021_1	Medtr4g085470
contig_61021_1	Medtr5g075320
contig_61021_1	Medtr5g091690
contig_61021_1	Medtr5g098020
contig_61021_1	Medtr7g102810
contig_61021_1	Medtr8g075920
contig_61021_1	TC196019
contig_61021_1	contig_102042_1
contig_61021_1	contig_14493_1
contig_61021_1	contig_163933_1
contig_61021_1	contig_248994_27
contig_61021_1	contig_49658_1
contig_61021_1	contig_51777_2
contig_61021_1	contig_57387_1
contig_61021_1	contig_77057_1
contig_61021_1	contig_81813_1
contig_61021_1	contig_88875_1
Medtr7g098610	AC140545_23
Medtr7g098610	AC235663_7
Medtr7g098610	Medtr1g011800
Medtr7g098610	Medtr1g025980
Medtr7g098610	Medtr2g086740
Medtr7g098610	Medtr2g098250
Medtr7g098610	Medtr3g104990
Medtr7g098610	Medtr4g108150
Medtr7g098610	Medtr4g115360
Medtr7g098610	Medtr4g129510
Medtr7g098610	Medtr7g021300
Medtr7g098610	Medtr7g083110
Medtr7g098610	Medtr7g104270
Medtr7g098610	Medtr8g013950
Medtr7g098610	Medtr8g076820
Medtr7g098610	TC179355
Medtr7g098610	contig_114817_1
Medtr7g098610	contig_239504_1
Medtr7g098610	contig_239936_1
Medtr7g098610	contig_240039_2
Medtr7g098610	contig_58498_1
Medtr7g098610	contig_68935_1
Medtr1g080440	AC146630_11
Medtr1g080440	AC235488_20
Medtr1g080440	AC235488_28
Medtr1g080440	Medtr1g105350
Medtr1g080440	Medtr7g010580
Medtr1g080440	Medtr7g111450
Medtr1g080440	Medtr8g036920
Medtr1g080440	Medtr8g045970
Medtr1g080440	Medtr8g107510
Medtr1g080440	contig_108737_1
Medtr1g080440	contig_111047_1
Medtr1g080440	contig_166009_1
Medtr1g080440	contig_49635_2
Medtr8g013950	AA660179
Medtr8g013950	BE316484
Medtr8g013950	BI311178
Medtr8g013950	Medtr4g047630
Medtr8g013950	Medtr4g107940
Medtr8g013950	Medtr7g098610
Medtr8g013950	TC182214
Medtr8g013950	TC186418
Medtr8g013950	contig_103779_1
Medtr8g013950	contig_103895_1
Medtr8g013950	contig_172640_1
Medtr8g013950	contig_66801_2
contig_166009_1	Medtr1g080440
contig_166009_1	Medtr1g085090
contig_166009_1	Medtr3g086310
contig_166009_1	Medtr6g015150
contig_166009_1	Medtr6g071210
contig_166009_1	Medtr7g098610
contig_166009_1	contig_164948_1
contig_166009_1	contig_51347_1
contig_166009_1	contig_52659_4
contig_166009_1	contig_97036_1
contig_166009_1	contig_97410_1
AC233675_22	Medtr1g104840
AC233675_22	Medtr4g079500
AC233675_22	Medtr4g114060
AC233675_22	Medtr8g088930
AC233675_22	TC173490
AC233675_22	contig_14184_1
AC233675_22	contig_61003_1
AC233675_22	contig_7807_1
AC233675_22	contig_87360_1
contig_73979_1	Medtr1g012520
contig_73979_1	Medtr2g010720
contig_73979_1	Medtr2g034480
contig_73979_1	Medtr3g027650
contig_73979_1	Medtr4g077740
contig_73979_1	Medtr5g008060
contig_73979_1	Medtr5g017650
contig_73979_1	Medtr5g017850
contig_73979_1	Medtr5g074970
contig_73979_1	contig_67698_2
contig_73979_1	contig_73272_1
Medtr4g076020	Medtr3g019530
Medtr4g076020	Medtr4g076100
Medtr4g076020	Medtr5g071360
Medtr4g076020	Medtr8g105230
Medtr4g076020	TC178590
Medtr4g076020	contig_165655_1
Medtr4g076020	contig_54318_1
Medtr4g076020	contig_80157_1
Medtr5g077850	Medtr1g090090
Medtr5g077850	Medtr3g078000
Medtr5g077850	Medtr4g081880
Medtr5g077850	Medtr4g095450
Medtr5g077850	Medtr5g069710
Medtr5g077850	Medtr7g025250
Medtr5g077850	Medtr8g046000
Medtr5g077850	contig_128489_1
Medtr5g077850	contig_8783_1
Medtr8g036920	BG581168
Medtr8g036920	Medtr3g072870
Medtr8g036920	Medtr4g101330
Medtr8g036920	Medtr4g106400
Medtr8g036920	Medtr4g120050
Medtr8g036920	Medtr5g017160
Medtr8g036920	contig_124655_1
Medtr8g036920	contig_52099_1
Medtr8g036920	contig_8441_1
Medtr7g110090	AC235757_18
Medtr7g110090	CA920506
Medtr7g110090	Medtr2g088770
Medtr7g110090	Medtr3g109760
Medtr7g110090	Medtr3g116080
Medtr7g110090	Medtr5g047050
Medtr7g110090	Medtr5g093980
Medtr7g110090	contig_55355_1
contig_101644_1	Medtr1g061760
contig_101644_1	Medtr1g088130
contig_101644_1	Medtr1te044580
contig_101644_1	Medtr2g103440
contig_101644_1	Medtr7g022310
contig_101644_1	Medtr8g020610
contig_101644_1	TC179971
contig_101644_1	contig_14823_1
Medtr3g109320	AC225518_32
Medtr3g109320	Medtr5g008460
Medtr3g109320	Medtr5g099250
Medtr3g109320	Medtr7g110990
Medtr3g109320	Medtr8g069350
Medtr3g109320	contig_113897_1
Medtr4g079500	AC233675_22
Medtr4g079500	Medtr4te015370
Medtr4g079500	Medtr5g024340
Medtr4g079500	Medtr5g064120
Medtr4g079500	Medtr7g010020
Medtr4g079500	Medtr8g014330
Medtr4g026490	AC233572_25
Medtr4g026490	AC233685_68
Medtr4g026490	AC233685_72
Medtr4g026490	Medtr4g090350
Medtr4g026490	Medtr6g071210
Medtr4g026490	TC193113
Medtr4g026490	contig_56106_1
Medtr7g104810	AC146721_1011
Medtr7g104810	AC233660_30
Medtr7g104810	Medtr1g043190
Medtr7g104810	contig_114942_1
Medtr7g104810	contig_14153_1
Medtr7g104810	contig_51113_1
Medtr7g104810	contig_84417_1
contig_52252_2	Medtr4g022410
contig_52252_2	Medtr5g035080
contig_52252_2	contig_128489_1
contig_52252_2	contig_52737_1
contig_52252_2	contig_64397_1
contig_52252_2	contig_67078_3
contig_52252_2	contig_75596_2
AC235662_21	Medtr3g028340
AC235662_21	Medtr3g062500
AC235662_21	Medtr7g052120
AC235662_21	Medtr7g075900
AC235662_21	contig_108737_1
AC235665_16	Medtr3g055250
AC235665_16	Medtr5g031290
AC235665_16	contig_101472_1
AC235665_16	contig_130046_1
AC235665_16	contig_50029_2
Medtr5g017160	Medtr1g008620
Medtr5g017160	Medtr4g124380
Medtr5g017160	Medtr8g075550
Medtr5g017160	contig_55797_1
Medtr5g017160	contig_74967_1
contig_54846_1	Medtr3g107470
contig_54846_1	Medtr4g113530
contig_54846_1	Medtr8g067720
contig_54846_1	contig_108294_2
contig_54846_1	contig_8222_1
contig_104468_1	AC233572_25
contig_104468_1	AC233685_68
contig_104468_1	Medtr3g019120
contig_104468_1	Medtr4g077770
contig_104468_1	Medtr6g072320
contig_104468_1	contig_164972_1
contig_104468_1	contig_90485_1
Medtr4g100420	Medtr2g025080
Medtr4g100420	Medtr4g131060
Medtr4g100420	Medtr7g075250
Medtr4g100420	Medtr7g075320
Medtr4g100420	Medtr7g075600
TC173538	Medtr3g095910
TC173538	Medtr4g128260
