1110012L19Rik	0.185387	0.0144431	-0.14741	0.166408	0.138643	-0.0710988	-0.110656	0.426372	-0.0608162	-0.10228	-0.116635	0.304896	-0.104724	-0.182118	-0.183365	0.450402	0.0277552	-0.339385	-0.0966622	-0.0538019	0.0712503	-0.162813	-0.319597	-0.114046	0.099397	-0.266155	-0.327863	-0.280361	0.0472573	-0.424652	-0.372976	0.061166	0.054032	-0.0902848	-0.164466	0.185431	-0.0377028	-0.309004	-0.191619	0.296406	-0.106666	-0.0910811	-0.23251	0.0577252	-0.226568	-0.228158	0.087002	-0.000111494	-0.454254	-0.241107	0.18735
1110017D15Rik	0.0681873	-0.490788	-0.702581	-1.11466	0.0745811	-0.691214	-1.08411	-1.25492	-0.206386	-0.990382	-1.25761	-1.22436	-0.440428	-1.00824	-0.997552	-1.25788	-0.00999166	-1.20561	-2.55069	-4.04411	-0.036822	-0.286678	-0.552847	-1.82102	-0.0169015	-0.435065	-0.842799	-1.85537	-0.328774	-0.801708	-1.50883	-2.69389	0.0850198	-0.231652	-0.855778	-1.90391	0.0894706	-0.673494	-2.20522	-2.9961	-0.0470918	-1.32228	-2.92769	-0.0928914	-0.34266	-1.21588	-2.86203	-0.117659	-1.00884	-2.07862	-2.55983
1110057K04Rik	-0.0519489	0.221292	-0.103426	-0.191813	-0.0473564	0.178197	-0.0445582	-0.492651	0.0590603	0.116615	-0.12944	-0.507831	0.0144884	0.0737476	-0.0229304	-0.452989	-0.0469257	-0.205727	-0.194486	-0.275615	-0.0942886	-0.117089	-0.163522	-0.363047	-0.0377164	-0.125821	-0.148661	-0.329971	-0.231499	-0.137013	-0.234085	-0.422712	0.0687751	0.146125	-0.360493	-0.431604	0.0253208	-0.039192	-0.34252	-0.675937	-0.109145	-0.337164	-0.326686	0.00706326	-0.0443311	-0.279023	-0.384878	-0.0263183	-0.227365	-0.415851	-0.596955
1110058L19Rik	0.0771901	0.138485	-0.155089	-0.128405	0.109365	0.0336218	-0.374619	-0.16291	0.011553	-0.195513	-0.00577463	-0.152978	-0.172481	-0.345477	-0.175542	-0.0504523	-0.111394	-0.48816	-0.232809	-0.206872	0.0313645	-0.194605	-0.377109	-0.135567	-0.148868	-0.301679	-0.375423	-0.352343	-0.215493	-0.507746	-0.455305	-0.376646	0.0117469	-0.163678	-0.293959	-0.165227	-0.0531711	-0.422135	-0.38245	-0.389398	-0.10337	-0.695625	-0.416875	-0.0623746	-0.217246	-0.429375	-0.399658	-0.0638192	-0.63994	-0.468127	-0.396217
1110059E24Rik	-0.357797	0.197477	-0.0217175	-0.0202647	-0.359583	0.171298	0.0253914	-0.116009	-0.202474	0.0915625	0.202578	-0.159026	-0.333174	0.109583	0.109587	-0.0999024	0.104297	-0.140248	-0.198504	0.0570853	0.0787091	-0.0649299	-0.152288	-0.0172027	-0.0153468	-0.0540337	-0.233622	-0.0450379	0.0657483	-0.160749	-0.238848	0.116046	0.0400908	-0.175704	-0.117877	0.0182462	-0.0579453	-0.211065	-0.194794	0.254927	-0.0709703	-0.211223	-0.174782	0.0527335	-0.156084	-0.223788	0.0572274	0.0148091	-0.241842	-0.159888	0.171352
1110059G10Rik	-0.0608644	-0.104734	-0.238268	-0.013645	-0.166735	0.0183092	-0.406786	0.0166126	-0.0218889	-0.0569802	-0.442486	-0.0823474	0.0530301	-0.341331	-0.262644	-0.0437963	-0.116565	0.250861	0.251447	0.0574217	-0.133378	0.157302	-0.0659658	0.0231597	0.201424	-0.201388	-0.546115	-0.053684	0.052822	-0.223826	-0.474401	0.0365366	0.216177	-0.107928	0.0780287	-0.335748	0.0531646	-0.00668977	0.216024	0.324211	0.304184	0.416253	0.374276	-0.0170077	0.0943023	0.107039	0.343561	0.0474989	-0.319107	-0.0488203	0.187364
1190002N15Rik	-0.769886	0.0643517	-0.378714	-1.68931	-0.628962	-0.14849	-0.938326	-2.30102	-0.142666	-0.699617	-0.739643	-2.15039	-0.845129	-1.13477	-0.900742	-2.22844	-0.0967395	-0.543979	-0.9804	-1.95248	-0.242422	-0.376349	-1.06145	-1.77317	0.043891	-0.410802	-1.07254	-2.33279	-0.118692	-0.942894	-1.67374	-2.16872	-0.00127638	-0.274531	-1.16023	-2.07348	0.0773401	-0.783761	-1.65065	-1.99401	-0.0211667	-1.72318	-1.6577	0.0454724	-0.185021	-1.5737	-2.08902	-0.244843	-1.02002	-1.90851	-2.21868
1190005I06Rik	0.132404	-0.437211	-0.351286	-0.269431	0.124802	-0.598785	-0.648597	-0.115837	-0.228647	-0.92097	-0.398515	-0.0124628	-0.509105	-1.25281	-0.340611	-0.0556991	-0.0933242	-1.19576	-0.474857	-0.518455	0.303906	-0.15688	-0.906602	-0.644041	-0.144748	-0.455348	-0.73736	-0.394225	-0.430921	-0.722852	-0.807979	-0.467093	-0.143099	-0.356126	-0.745884	-0.312345	-0.0374537	-1.02752	-0.657305	-0.302798	-0.227631	-0.744342	-0.91422	-0.108071	-0.445014	-0.66354	-0.4658	-0.274848	-1.40481	-0.779527	-0.634328
1190007I07Rik	0.0407736	0.151011	-0.0732378	-0.104543	-0.0220746	0.00586418	-0.318172	-0.0579797	-0.0959081	-0.14556	-0.294514	-0.105931	-0.119717	-0.207172	-0.270966	-0.0400534	-0.135304	-0.531314	-0.437444	0.173084	0.0290803	-0.147624	-0.473146	-0.198478	0.0575474	-0.28736	-0.389302	-0.393689	-0.0191739	-0.530083	-0.542019	-0.250462	-0.0931878	-0.0392466	-0.252441	-0.267468	-0.182365	-0.437564	-0.439022	-0.370893	-0.30124	-0.784934	-0.523708	-0.00261666	-0.346554	-0.392387	-0.350066	-0.142319	-0.815518	-0.382498	-0.372639
1500009L16Rik	-0.47975	-0.0857522	0.259413	1.09439	-0.31959	0.0801192	0.583399	1.37223	-0.287908	0.182951	1.02705	1.61273	-0.309886	0.757196	1.0066	1.59865	0.199866	0.531559	1.07472	1.40247	0.207361	0.359957	0.206445	1.45732	0.226996	0.186509	0.678113	1.36027	0.499918	0.44229	1.10254	2.02428	-0.0178834	-0.315709	0.403528	1.65404	-0.032588	0.119771	1.00262	1.8072	0.188481	1.48312	1.12059	0.0749888	-0.0866698	0.848903	1.68564	0.272439	0.42623	1.2954	1.78572
1600002H07Rik	-0.143763	0.0984848	-0.103912	-0.133019	-0.150435	0.0178706	0.00804958	-0.178508	-0.0816189	-0.0922448	0.0852639	-0.15948	-0.0961533	0.0488038	0.035145	-0.0616417	0.0864581	-0.202172	0.11236	-0.0798107	-0.139548	-0.128976	-0.159395	-0.0600343	-0.0598149	-0.240282	-0.113485	0.174013	-0.265823	-0.310163	0.0176833	0.0605437	-0.137669	-0.18684	-0.0548114	0.0234684	-0.204822	-0.277407	0.0912942	-0.0830606	-0.209664	-0.283169	0.276235	0.0334847	-0.29529	-0.126377	0.125314	-0.0525909	-0.339923	0.167558	0.0460583
1600002K03Rik	0.0461825	-0.269889	-0.131979	0.140821	0.0827799	-0.265592	-0.0412734	-0.0304684	-0.087939	-0.391685	-0.0964309	0.0809275	0.101589	-0.239921	-0.120871	-0.0412925	-0.0362635	-0.17229	0.0522246	-0.253216	-0.117709	0.0413643	-0.150177	-0.190526	-0.0441168	-0.144866	-0.114192	-0.451252	-0.0740242	-0.0287108	-0.32946	-0.434653	0.0768852	-0.00453575	-0.040919	-0.123096	0.0194061	0.0209355	-0.186908	-0.438901	-0.0205173	0.0150708	-0.20155	-0.0232789	-0.00697026	-0.310337	-0.41117	-0.034024	0.0445049	-0.381572	-0.514484
1600012H06Rik	0.273049	0.184044	0.137764	0.327901	0.0868556	0.218098	0.367217	0.488259	0.0850671	0.268297	0.454798	0.397447	-0.0522395	0.340579	0.296821	0.454617	-0.0616359	-0.00253256	0.349995	0.249096	-0.0554405	-0.103319	0.113737	0.0631217	-0.0988084	-0.0147617	0.130436	0.0596827	0.0679311	0.0491701	0.130147	0.389878	-0.0153887	0.0904413	0.369268	0.244957	-0.106462	-0.0119955	0.489594	0.199625	-0.138116	0.114051	0.42761	-0.0548469	-0.0724988	0.236473	0.129574	0.0651128	0.037695	0.306095	0.227323
1600016N20Rik	0.0517769	-0.557323	-0.326824	0.03741	0.0139044	-0.555	-0.211723	0.15281	-0.0866675	-0.6364	-0.637658	0.265637	-0.277575	-0.565961	-0.405934	0.225365	-0.243029	-0.23207	-0.177614	-0.16024	0.0383273	-0.0566836	-0.247186	-0.294057	-0.0117893	-0.0572262	-0.00977747	-0.500831	-0.119616	-0.0614804	-0.0721496	-0.720716	-0.135634	-0.30293	-0.0652687	-0.0871207	-0.115878	-0.383851	-0.335875	-0.40845	-0.0239123	-0.228382	-0.564526	0.0500351	-0.0997871	-0.174338	-0.3678	-0.190502	-0.254665	-0.132955	-0.692126
1700001O22Rik	0.396905	-0.625987	0.0480586	-0.14537	0.659102	-0.525943	0.265932	0.63653	0.486858	-0.438849	0.435855	0.552677	0.394942	0.0764434	0.550495	0.66366	0.142285	0.418023	0.502916	0.086251	0.117699	0.00699656	0.397319	0.728602	-0.172665	-0.324054	0.477742	1.03505	0.247092	0.0630149	0.427664	1.33103	1.13888	-1.38673	0.0500849	0.524426	0.701581	-0.147605	0.403574	0.278474	1.14136	-0.481348	-0.0612563	-0.419909	0.545135	-0.10114	-0.00119964	0.0585256	-0.212706	0.0554339	0.507026
1700001P01Rik	-0.213639	0.359191	0.630415	0.994046	-0.300202	2.21614	1.56994	0.636597	0.36052	2.99608	1.46793	0.762922	1.29405	2.50114	1.49434	0.615205	0.271217	2.39288	2.30308	1.80977	-0.0523273	0.613698	1.77035	0.364111	0.360141	0.603024	0.475034	1.21531	0.386704	1.10247	1.36906	1.85111	0.0155338	1.33869	2.71827	1.83709	-0.162358	2.62615	3.85745	2.81611	1.10147	3.94568	4.43023	0.0683784	1.22334	2.54314	2.32093	0.627798	3.52417	3.72181	3.23256
1700003M02Rik	0.0291841	-0.552008	-0.346103	-0.566702	0.232524	-0.777034	-0.597953	-0.593106	-0.142378	-0.842506	-0.5927	-0.702111	-0.13134	-0.767681	-0.646919	-0.696792	0.0400744	-0.968852	-2.2434	-3.33062	0.189169	0.07716	-0.276735	-0.98189	0.185453	0.0451825	-0.546104	-0.816363	0.00462797	-0.155676	-1.04747	-1.64236	0.129282	-0.155964	-0.184351	-1.43	0.0942955	-0.146804	-1.43176	-2.06213	-0.103752	-0.821223	-2.3372	0.0173999	-0.119757	-0.862199	-2.14024	-0.114454	-0.754286	-1.77683	-1.99071
1700007K13Rik	0.187066	-0.244039	-0.516491	-0.725606	0.363492	-0.302241	-0.557971	-0.729691	-0.0760345	-0.65919	-0.59919	-0.736348	0.348622	-0.657501	-0.470766	-0.725606	-0.0738136	-1.41557	-2.29277	-4.42343	-0.0986605	-0.158981	-0.343178	-1.73277	0.0656546	-0.034543	-0.652747	-1.91297	-0.108477	-0.613396	-1.53734	-2.48634	0.0966142	0.194125	-0.654424	-1.73051	-0.0424452	-0.230758	-2.04611	-2.83109	-0.193112	-1.42149	-3.06707	-0.210684	0.299911	-0.994324	-2.8492	0.0452015	-0.502351	-2.13845	-2.51865
1700011E24Rik	0.76036	0.262686	-0.431721	-0.0670726	0.848542	0.133191	0.252518	0.31466	0.422111	0.655118	0.0773727	0.0740338	0.433653	0.377078	0.0170877	0.525667	0.835773	2.76578	2.22115	0.893307	-0.372513	0.860507	2.11688	0.917817	0.182278	-0.111359	0.206216	0.648272	0.44906	-0.0659745	0.435824	0.766955	0.667148	0.645891	2.68072	2.04251	0.971658	2.33489	4.50587	3.16613	2.01656	4.74357	5.36989	-0.114045	1.08792	2.99343	2.39023	0.486828	3.25974	4.31112	3.89796
1700012B09Rik	-0.370917	-0.389924	-0.627912	-0.794629	-0.0190776	-0.719774	-0.905418	-1.62132	-0.194422	-1.3374	-0.775574	-1.56242	-0.812689	-1.25693	-0.950618	-1.52803	0.141681	-1.15752	-2.38833	-2.60488	-0.074238	-0.189708	-0.286787	-1.21619	0.346862	-0.400135	-0.668301	-1.86407	0.0466914	-0.607747	-1.37604	-2.11573	0.0377873	-0.369802	-0.620716	-1.27257	-0.150892	-0.477908	-1.55271	-1.05197	-0.147986	-1.03628	-2.08749	-0.0170542	-0.339853	-0.654554	-1.54078	-0.0958745	-0.907838	-1.31171	-1.47531
1700016K19Rik	0.0377132	-0.859317	-0.212801	0.261991	0.186492	-1.00699	-0.203105	-0.00105993	-0.0445569	-0.875638	-0.338526	0.0901078	-0.0929405	-0.949629	0.0764127	-0.061046	0.0484381	-0.344702	-0.865874	-1.20762	0.202989	-0.14717	-0.134685	-0.791677	0.147537	0.0571402	-0.224206	-0.504135	0.0438073	-0.015958	-0.383022	-1.12541	0.0377471	0.0638225	-0.0511707	-0.329464	0.0563337	0.193083	-0.799213	-0.789068	-0.0571838	-0.129997	-1.08853	-0.0874427	-0.199587	-0.456313	-1.2132	-0.241587	-0.160915	-0.889987	-1.39993
1700017B05Rik	-0.271061	0.0784627	0.109192	0.651313	-0.253045	0.0614067	0.678719	1.24776	-0.142405	0.231211	0.819005	1.27863	-0.00898913	0.372362	0.7851	1.38219	0.0109215	0.123322	1.05812	2.06883	0.0253969	0.0668385	0.52141	1.60182	-0.197454	0.00321304	0.653729	1.95069	-0.303257	0.450529	1.47272	2.20892	-0.0767631	-0.0179735	0.860855	1.82353	-0.124989	-0.0127936	1.52244	2.80397	-0.0731747	0.821515	1.83475	-0.0606748	-0.111793	1.20844	2.2226	-0.0310494	0.209308	1.80612	2.35005
1700020A23Rik	0.037076	0.126984	0.607959	1.49851	-0.0721471	0.194266	0.679426	0.780519	-0.228624	0.914082	0.825207	0.83987	-0.265902	1.45705	0.786799	0.878798	0.0439473	1.08776	1.63188	1.45437	-0.256799	0.285202	0.616055	0.886028	0.497935	0.230485	0.906079	2.30568	0.228329	0.460497	1.29472	3.04968	0.0741158	-0.068537	1.71902	1.63116	0.0633965	0.987985	2.66194	2.61912	0.441638	1.99765	2.93698	0.113466	0.0809104	1.50557	1.45001	0.326482	1.38745	2.17045	2.82358
1700020L24Rik	0.950215	-0.402483	-0.374384	0.195897	1.09941	-0.456221	-0.461208	0.566537	0.605876	-0.531884	-0.587989	0.571481	0.945164	-0.312508	-0.528385	0.830789	-0.0818422	0.190345	0.0251515	0.0466701	0.00428429	-0.190782	0.419442	0.972434	-0.0530628	-0.223896	0.0929568	0.616353	0.115254	-0.334347	0.278138	0.543109	0.43776	-0.657096	0.0849707	0.216291	0.4591	0.00977113	0.115663	0.137149	0.382816	-0.326673	0.0318037	0.144616	0.0503939	0.166954	0.130974	0.29712	0.297076	-0.0237785	0.490452
1700021F05Rik	-0.150434	-0.210543	-0.0906003	-0.197447	-0.169249	-0.266431	-0.130029	-0.321582	-0.118244	-0.345133	0.0132063	-0.225695	-0.179722	-0.202625	-0.110918	-0.205512	0.0138836	-0.111217	-0.0170073	0.16987	0.0743748	-0.0211367	-0.281793	-0.0722922	0.118213	-0.190363	-0.255816	-0.130601	0.0616174	-0.326686	-0.265601	0.105913	-0.0789747	-0.130737	-0.0483016	-0.0687939	-0.0595821	-0.191058	0.129062	0.251136	-0.105809	-0.28351	0.194097	0.0269807	-0.0938209	-0.119006	0.0528317	-0.00109183	-0.185335	0.116305	0.100814
1700021K19Rik	0.111101	-0.394584	-0.337356	-0.0155497	0.0903366	-0.610398	-0.0761288	-0.21486	0.0244106	-0.510249	-0.417649	-0.277451	-0.165656	-0.432385	-0.477555	-0.347624	0.278529	-0.137585	0.0101244	-0.0122923	-0.0292989	-0.386951	-0.14435	-0.382871	-0.0359303	-0.309488	-0.353928	-0.912021	-0.202641	-0.460826	-0.629525	-1.11179	-0.139822	-0.171783	-0.320283	-0.805129	-0.142309	-0.526929	-0.628162	-1.75997	-0.177426	-0.795411	-0.838216	-0.129466	-0.495185	-1.00558	-0.496256	-0.0330077	-0.541469	-0.701882	-1.13829
1700028P14Rik	-0.500303	-0.196541	0.0330217	-0.446307	-0.353802	-0.101345	-0.127042	-0.74168	-0.256965	-0.150482	0.489813	-0.618972	-0.503773	0.0278827	0.0256032	-0.703309	0.099387	-0.465828	-0.995843	-2.27678	-0.191346	0.101484	-0.380468	-0.830564	0.0582558	0.0625947	-0.0862288	-1.05146	-0.156883	0.0381575	-0.572337	-1.4398	0.205826	-0.0842856	-0.122185	-1.00136	0.0654113	0.050007	-0.926281	-1.90691	0.0174205	-0.622222	-1.77092	0.022964	-0.0782762	-0.638268	-2.01898	-0.0525228	-0.165487	-1.23546	-1.76278
1700029J07Rik	-0.196946	-0.219078	-0.678444	-0.941113	-0.116506	-0.424374	-0.822754	-1.4071	-0.213722	-0.841705	-0.679333	-1.39795	-0.499981	-1.01333	-0.720247	-1.27987	-0.162376	-1.09078	-1.38924	-2.59244	-0.0869833	-0.13557	-0.532995	-1.3913	-0.0104961	-0.479715	-0.68933	-1.33914	-0.413261	-0.739773	-1.01746	-2.11122	-0.110188	-0.0829829	-0.757671	-1.39648	-0.237754	-0.312004	-1.58177	-2.36616	-0.273592	-1.41958	-2.08991	-0.0741851	-0.270239	-0.981302	-2.05308	-0.162499	-0.878921	-1.6178	-2.2783
1700037H04Rik	-0.603064	0.0932246	-0.0646025	-0.215346	-0.501619	0.332915	0.130801	-0.391953	-0.266846	0.257601	0.0897446	-0.235607	-0.288709	0.329469	0.120282	-0.150815	-0.449183	-0.572401	-0.377334	0.869275	-0.0372303	-0.0922106	-0.213562	-0.0793162	-0.365842	-0.26835	0.109574	-0.0314137	-1.1242	0.34393	0.35512	-0.367507	-0.522051	0.415614	-0.375092	0.0850128	-0.67337	0.112826	0.0904952	0.425346	-0.778681	-0.503703	0.425345	-0.139556	-0.123413	0.234626	0.689133	-0.216311	-0.204188	0.176961	-0.0412111
1700052N19Rik	-0.141032	0.232884	0.301722	0.0914104	-0.263758	0.253031	0.437951	0.179584	-0.0559552	0.0993545	0.427731	0.161782	-0.217905	0.327752	0.528193	0.235974	-0.0687487	0.0522468	-0.00837114	1.02117	0.102978	-0.0283389	-0.0509664	0.410481	0.117368	-0.0264953	0.10344	0.0213004	-0.0648821	-0.0839385	0.0891932	0.175581	-0.15101	0.151155	0.0501917	0.457826	-0.219582	-0.165067	0.025082	0.43188	-0.324896	-0.148531	0.183633	-0.0790701	-0.305502	0.216505	0.782772	-0.0433367	-0.226661	0.130942	0.317393
1810011O10Rik	0.368361	0.225023	-0.546686	-0.86767	0.379432	0.18788	-1.09059	-1.02657	0.32793	-0.387222	-1.01274	-1.3572	0.292766	-0.598856	-1.12352	-1.3021	-0.162544	-0.732637	-0.557411	-1.46437	0.0847316	-0.171019	-0.883628	-0.890889	-0.128387	-0.546971	-1.23145	-1.74298	-0.0632679	-1.18853	-1.50025	-1.87396	0.289762	-0.189104	-0.776158	-1.12414	0.399252	-0.372139	-1.34864	-1.8244	0.313287	-0.677461	-1.5498	0.17914	-0.0869055	-1.35537	-1.34453	0.07002	-0.678671	-2.09587	-1.79547
1810019J16Rik	0.195495	0.0183342	-0.0487999	-0.169636	0.254205	-0.0136908	-0.278843	0.0179174	0.0935016	0.0613622	-0.283869	-0.0209363	0.343	0.110983	-0.209555	-0.023166	-0.0645468	-0.0172462	-0.503555	-1.39946	0.123541	-0.00849293	-0.349398	-0.70702	0.128463	-0.0390959	-0.42153	-0.654781	0.142891	-0.394027	-0.704254	-1.12507	0.11088	-0.117498	-0.604351	-0.797139	0.0898285	-0.242915	-1.02841	-1.54808	0.0323208	-0.2653	-1.78937	-0.020348	-0.106621	-0.965064	-1.64038	0.00597613	-0.332546	-1.49355	-1.69708
1810022K09Rik	0.484232	-0.134245	0.0964386	0.341133	0.357549	-0.0506327	0.271142	0.788425	0.0945037	0.0820032	0.0324362	0.766265	0.467288	0.166432	0.0126406	0.762819	-0.043176	-0.142365	0.136516	0.360775	-0.0133104	-0.131009	-0.0504253	0.130923	0.0398823	-0.00165742	-0.100958	0.059465	0.293349	-0.202728	-0.101672	0.177859	0.128895	0.0226748	-0.0257825	0.260026	0.056399	-0.0074433	0.193787	0.143776	0.114806	0.202034	0.215006	-0.112464	-0.167577	0.0469905	0.242231	-0.139375	-0.0944529	0.112441	0.110792
1810026J23Rik	-0.539271	0.894227	0.0904436	-0.118282	-0.533607	0.769017	0.225652	-0.496612	-0.00412288	0.677791	0.624558	-0.50443	-0.375321	0.8472	0.44892	-0.336711	0.115029	0.358925	0.0876231	-0.179815	-0.0211487	0.00885134	-0.0278518	0.101628	-0.129113	-0.211462	-0.0922955	0.385625	-0.162497	-0.185559	-0.0640014	0.590385	0.563392	-0.192501	-0.0440113	-0.136899	0.27561	0.00677191	-0.18605	0.598153	0.471923	-0.124369	0.189692	0.110464	0.161309	-0.150132	0.0707934	0.0694951	-0.0624294	0.0908689	0.280333
1810030O07Rik	-0.466634	-0.061329	-0.0378107	-0.0864423	-0.4514	0.00649839	-0.163527	-0.279153	-0.0164413	-0.354993	0.413661	-0.236795	-0.53998	-0.23914	0.061582	-0.339707	-0.190889	-0.0125301	-0.116515	0.277991	-0.0408806	-0.131133	-0.0741683	0.133837	-0.0170339	-0.129722	-0.0835049	-0.0760671	0.0445901	-0.175178	-0.404721	0.0518772	0.143656	-0.198121	0.0367177	-0.124921	0.0847806	-0.279482	-0.0375074	-0.256661	0.0591658	-0.0629659	-0.0401445	-0.115797	-0.0405845	-0.180502	-0.170476	0.00717921	-0.0679554	-0.131332	-0.219509
