-0.040128	0.048155	0.387527	0.214036	-0.040128	-0.123298	-0.04919	-0.045695	0.377066	0.305031	0.04879	0.062035	-0.030459	0.24998	0.174513	0.417833	0.458268	0.191722	-0.128591	-0.012748	0.262364	0.218868	-0.064005	-0.421594	-0.369133
-0.218818	-0.109866	-0.023393	0.293446	-0.197465	0.045205	0.011494	-0.011628	0.0	0.221987	0.039665	-0.078118	0.067064	-0.129411	-0.31701	0.140013	-0.090697	0.098982	-0.071887	-0.357501	0.088455	-0.011628	-0.129411	-0.434793	-0.480463
-0.111552	-0.156004	-0.028171	0.115311	-0.045462	-0.156004	0.0	0.120249	-0.022473	0.154151	-0.045462	-0.080969	-0.202524	-0.310155	-0.340927	0.154151	-0.087011	0.059317	-0.287682	-0.34877	-0.117783	-0.09309	-0.124053	-0.483427	-0.63908
-0.074108	0.068993	0.451985	0.496437	0.251314	-0.154151	0.305382	-0.154151	0.133531	0.579818	0.0	0.0	0.194156	0.451985	0.305382	0.496437	0.194156	-0.154151	-0.441833	0.0	0.405465	-0.336472	-0.336472	-0.693147	-0.154151
-0.446747	-0.487808	-0.041282	-0.221307	-0.312497	-0.108634	-0.163384	-0.470004	-0.390866	0.117783	-0.167723	-0.154764	-0.150481	-0.464139	-0.418416	-0.00738	-0.068468	-0.125163	-0.312497	-0.464139	-0.011091	-0.180852	-0.312497	-0.810012	-0.60859
-0.608167	-0.525424	-0.155891	-0.314115	0.293318	-0.044452	-0.060951	-0.479439	-0.159965	0.38141	0.12414	0.208074	-0.059104	-0.223144	-0.531324	0.140896	-0.024649	-0.030011	-0.333347	-0.513728	0.003472	-0.149812	-0.77464	-0.793688	-1.08651
-0.090972	-0.139762	0.287682	-0.075223	-0.282863	0.04256	0.028573	0.184734	0.0	0.340604	0.0	0.056353	-0.123233	-0.383959	0.014389	0.309188	0.096627	0.160343	-0.520534	-0.472906	-0.090972	0.0	-0.383959	-0.737599	-1.09861
-0.390029	-0.212094	0.203092	0.402002	0.412845	0.260653	0.38803	0.094637	0.571189	0.426477	0.596799	0.537143	0.024873	0.181086	0.023427	0.211521	0.548335	0.513489	-0.385662	-0.474458	-0.065823	-0.144812	-0.460273	-0.85523	-0.676982
-0.177587	-0.137899	-0.020549	-0.214705	-0.206336	-0.048621	-0.027493	-0.020549	-0.010222	0.231918	0.179493	0.156569	-0.103479	-0.134016	0.013468	0.102985	0.052818	-0.081173	-0.398708	-0.320999	-0.017094	-0.22739	-0.46662	-0.67634	-0.551177
-0.018669	-0.155796	0.136917	0.148675	0.276211	0.080517	-0.151483	0.037512	-0.13019	0.297498	-0.037693	-0.161576	0.089577	-0.080865	-0.249379	0.214475	0.139065	0.131526	-0.179121	-0.49371	-0.031311	-0.013656	-0.399319	-0.665182	-0.556231
-0.413794	-0.351273	0.15753	-0.251992	-0.255045	-0.178537	0.02342	-0.424604	-0.255045	0.490236	0.094879	-0.375124	-0.454018	-0.611283	-0.840999	-0.026412	0.103463	-0.572735	-0.21606	0.066462	0.430427	0.29182	-0.305212	-0.813897	-1.36287
-0.152677	-0.152677	-0.11103	-0.11103	-0.049897	-0.219279	0.210677	0.339155	0.047525	0.355568	0.109886	0.068403	0.077657	0.123665	-0.0441	0.125619	0.107902	0.007714	-0.60632	-0.740721	-0.491471	-0.398301	-0.675603	-1.05426	-1.42233
-0.571786	-0.084083	0.372675	0.267315	-0.049597	-0.389465	0.327213	0.315517	0.935461	1.04902	0.487986	0.564213	-0.413562	-0.03279	0.0	0.467985	0.507595	0.016	-0.489548	-0.413562	0.016	-0.101783	-0.543615	-0.831298	-0.489548
-0.479573	-0.113329	0.12306	-0.074108	0.154151	0.068993	-0.036368	-0.211309	-0.024098	0.474458	0.213574	0.251314	0.035091	-0.168137	-0.154151	0.532028	0.436718	-0.126752	-0.353279	-0.154151	0.405465	-0.226124	-0.441833	-0.387766	-0.693147
-0.627189	-0.813775	0.065958	-0.287682	-0.107889	-0.434286	-0.159849	-0.470004	-0.272644	0.033523	-0.120628	-0.159849	-0.186877	-0.382992	-0.866419	-0.034686	-0.058496	-0.214657	-0.507045	-0.545511	-0.257829	-0.470004	-0.788457	-1.14513	-0.893818
-0.466834	-0.007968	0.054067	0.031253	-0.135802	-0.163453	-0.024098	-0.191891	-0.074108	0.207143	0.068993	-0.172843	-0.065597	-0.100083	-0.163453	0.328504	0.245122	0.112478	-0.182322	-0.271934	0.378654	0.04652	-0.532217	-0.616774	-0.725408
-0.280902	-0.092593	0.168623	0.081611	0.232622	0.243346	0.148303	-0.100083	0.115513	0.615369	0.322773	0.292771	0.109434	-0.228259	0.112478	0.628155	0.53502	0.056213	-0.15019	-0.003407	0.327687	0.020203	-0.25863	-0.370374	-0.541916
-0.498247	-0.455265	0.069381	0.088037	0.496214	0.418719	0.171832	0.009195	-0.117869	0.76778	0.559176	0.502029	-0.028454	-0.248874	-0.248874	0.463827	0.014604	0.049067	-0.114027	-0.178974	0.343728	-0.096543	-0.430757	-0.569414	-0.97912
-0.203828	-0.028779	0.379116	0.347054	0.06852	0.151107	0.181139	-0.173847	0.608068	0.634736	-0.047196	0.246971	0.081678	0.260726	-0.007117	0.608068	0.371808	0.366906	-0.4379	-0.275931	0.216026	-0.077387	-0.368908	-0.529919	-0.379217
-0.182322	-0.786238	0.173019	0.09531	0.360003	0.236389	-0.280302	-0.280302	-0.080969	0.647685	0.043485	0.021979	-0.09309	-0.080969	-0.529518	0.593941	0.287682	0.312375	-0.836248	-0.836248	0.01105	-0.310155	-0.587787	-1.20397	-1.03407
-0.38031	-0.354646	-0.095666	-0.05981	-0.078859	0.050819	0.074193	0.069782	0.084045	0.274863	0.074193	0.088393	0.063131	-0.182796	-0.32142	-0.099585	-0.123427	-0.034964	-0.217531	-0.543747	-0.219005	-0.289263	-0.435534	-0.600425	-0.784909
